,ageRange,gender,isLGBT+,continent,gmtOffset,education,isStudent,employmentStatus,weeklyConsFreq,sociallyAnxious,consumptionSources,platform,isPayer,prefersSubs,visQuality,storyQuality,characterRelatability,firstFavGenre,secondFavGenre,vTuberSub,consumesHMat,socInc,wantsMoreSeinen
135,3.0,Man,0.0,Europe,1.0,HS,0.0,FullTimer,4.0,1.0,Anime;Manga,AFSS,1.0,1.0,8.0,8.0,8.0,Fantasy,Supernatural,0.0,1.0,No,1.0
136,1.0,Man,1.0,North America,-6.0,HS,1.0,PartTimer,7.0,0.0,Anime;Manga;Light Novels;Visual Novels,AFSS,1.0,1.0,3.0,10.0,8.0,Psycho,Comedy/SoL,1.0,0.0,Yes,1.0
137,2.0,Man,0.0,North America,-6.0,MS,1.0,PartTimer,7.0,0.0,Anime;Manga;Light Novels,AFSS,0.0,1.0,8.0,7.0,0.0,Rom/Dram,Comedy/SoL,0.0,1.0,No,0.0
138,1.0,Man,0.0,North America,-8.0,HS,0.0,PartTimer,7.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,0.0,9.0,9.0,8.0,Action,Comedy/SoL,0.0,1.0,Yes,1.0
139,0.0,Man,0.0,Asia,8.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga;Light Novels;Visual Novels,OTHER,0.0,1.0,7.0,9.0,10.0,Fantasy,Supernatural,1.0,0.0,Maybe,1.0
140,3.0,Man,0.0,Asia,8.0,BA/BS,0.0,Unemployed,4.0,1.0,Anime;Manga,OTHER,0.0,1.0,8.0,9.0,7.0,Action,SciFi/M&M,0.0,0.0,Yes,1.0
141,1.0,Man,0.0,Australia,11.0,HS,1.0,Unemployed,7.0,0.0,Anime,OTHER,0.0,1.0,9.0,10.0,7.0,Rom/Dram,Action,0.0,1.0,Yes,1.0
142,1.0,Man,0.0,North America,-5.0,HS,1.0,FullTimer,2.0,0.0,Anime,AFSS,0.0,0.0,9.0,6.0,8.0,Fantasy,Comedy/SoL,0.0,1.0,Maybe,1.0
143,3.0,Man,0.0,Asia,8.0,BA/BS,0.0,FullTimer,3.0,1.0,Anime;Manga;Visual Novels,OTHER,0.0,1.0,7.0,7.0,3.0,Psycho,Comedy/SoL,1.0,0.0,Maybe,1.0
145,1.0,Man,0.0,Europe,2.0,BA/BS,0.0,FullTimer,6.0,1.0,Anime;Manga;Doujinshi;Light Novels,OTHER,1.0,1.0,8.0,7.0,1.0,Supernatural,Comedy/SoL,1.0,1.0,Maybe,1.0
146,1.0,Woman,1.0,Asia,8.0,HSDropout,1.0,Unemployed,2.0,1.0,Anime;Manga,OTHER,0.0,1.0,6.0,8.0,6.0,Action,Rom/Dram,0.0,0.0,Maybe,1.0
147,1.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,3.0,1.0,Anime,AFSS,1.0,1.0,5.0,8.0,6.0,Action,SciFi/M&M,0.0,0.0,Yes,1.0
148,2.0,Enby,0.0,North America,-7.0,PhD,0.0,FullTimer,2.0,1.0,Anime;Manga;Doujinshi;Visual Novels,OTHER,0.0,1.0,10.0,7.0,5.0,Psycho,Rom/Dram,0.0,1.0,Maybe,1.0
149,1.0,Man,0.0,North America,-8.0,BA/BS,0.0,Unemployed,5.0,1.0,Anime,AFSS,0.0,1.0,8.0,5.0,2.0,SciFi/M&M,Psycho,0.0,0.0,No,1.0
150,2.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,1.0,1.0,Anime,AFSS,1.0,0.0,8.0,8.0,7.0,Action,Comedy/SoL,0.0,1.0,Yes,1.0
151,2.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,7.0,5.0,8.0,Comedy/SoL,Fantasy,1.0,1.0,Maybe,1.0
152,1.0,Man,0.0,North America,-8.0,HS,1.0,PartTimer,3.0,0.0,Anime;Manga,OTHER,1.0,1.0,8.0,8.0,3.0,Action,Comedy/SoL,0.0,0.0,Maybe,1.0
153,1.0,Man,0.0,Asia,5.75,MS,1.0,Unemployed,7.0,0.0,Anime,OTHER,0.0,1.0,4.0,7.0,7.0,Fantasy,Comedy/SoL,1.0,1.0,Maybe,1.0
154,0.0,Woman,0.0,Europe,1.0,HS,1.0,Unemployed,5.0,1.0,Anime;Manga;Light Novels,OTHER,0.0,1.0,7.0,7.0,6.0,Supernatural,Comedy/SoL,1.0,1.0,Yes,1.0
156,1.0,Man,0.0,North America,-6.0,HS,1.0,Unemployed,5.0,1.0,Anime;Manga,OTHER,0.0,1.0,7.0,8.0,7.0,Action,Supernatural,1.0,0.0,No,1.0
157,1.0,Man,1.0,North America,-6.0,HS,0.0,FullTimer,2.0,1.0,Anime;Manga;Light Novels;Visual Novels,GSS,1.0,1.0,8.0,10.0,5.0,Psycho,SciFi/M&M,1.0,0.0,Yes,1.0
158,1.0,Woman,1.0,North America,-8.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,9.0,9.0,5.0,Action,Rom/Dram,0.0,1.0,Yes,1.0
160,1.0,Man,0.0,Asia,5.5,BA/BS,1.0,Unemployed,7.0,1.0,Anime;Manga;Light Novels,OTHER,0.0,1.0,4.0,8.0,6.0,Supernatural,Psycho,1.0,0.0,Maybe,1.0
161,0.0,Man,0.0,Australia,11.0,HSDropout,1.0,Unemployed,5.0,1.0,Anime;Manga;Visual Novels,AFSS,1.0,1.0,8.0,8.0,5.0,Action,Rom/Dram,0.0,0.0,Yes,1.0
162,1.0,Woman,0.0,North America,-5.0,BA/BS,1.0,PartTimer,6.0,0.0,Anime;Manga,AFSS,1.0,1.0,8.0,9.0,0.0,Psycho,Action,0.0,1.0,Maybe,1.0
163,1.0,Enby,1.0,North America,-6.0,HSDropout,0.0,PartTimer,5.0,1.0,Anime;Manga,AFSS,1.0,1.0,10.0,10.0,9.0,SciFi/M&M,Comedy/SoL,1.0,1.0,Yes,1.0
164,2.0,Man,0.0,North America,-8.0,BA/BS,1.0,Unemployed,4.0,0.0,Anime;Manga,OTHER,1.0,1.0,8.0,8.0,6.0,Action,Comedy/SoL,0.0,0.0,No,1.0
165,1.0,Man,0.0,North America,-8.0,HS,1.0,Unemployed,3.0,0.0,Anime;Manga,GSS,0.0,1.0,7.0,6.0,5.0,Action,Rom/Dram,0.0,1.0,Maybe,1.0
167,1.0,Man,1.0,South America,-3.0,BA/BS,1.0,Unemployed,7.0,1.0,Anime;Manga,OTHER,1.0,1.0,10.0,10.0,0.0,Supernatural,Comedy/SoL,0.0,1.0,No,1.0
168,1.0,Enby,1.0,Europe,1.0,HS,1.0,PartTimer,4.0,1.0,Anime;Manga;Visual Novels,GSS,0.0,0.0,6.0,8.0,7.0,Psycho,Action,0.0,0.0,Yes,1.0
170,1.0,Man,0.0,North America,-8.0,BA/BS,0.0,FullTimer,3.0,0.0,Anime;Manga,AFSS,1.0,1.0,8.0,8.0,4.0,Fantasy,Action,0.0,1.0,Maybe,1.0
171,2.0,Man,0.0,Asia,8.5,BA/BS,0.0,FullTimer,7.0,0.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,COPY,0.0,1.0,7.0,10.0,0.0,Psycho,Rom/Dram,0.0,1.0,Yes,1.0
174,1.0,Man,0.0,Asia,5.5,BA/BS,1.0,Unemployed,3.0,1.0,Anime,OTHER,0.0,1.0,8.0,10.0,7.0,SciFi/M&M,Action,0.0,1.0,Maybe,1.0
175,1.0,Man,0.0,Europe,1.0,HSDropout,1.0,Unemployed,7.0,0.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,8.0,10.0,4.0,Psycho,Comedy/SoL,1.0,1.0,No,1.0
176,1.0,Man,1.0,North America,-5.0,HS,1.0,Unemployed,5.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,7.0,8.0,8.0,Fantasy,SciFi/M&M,1.0,1.0,Yes,1.0
177,0.0,Man,0.0,North America,-8.0,HSDropout,1.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi;Visual Novels,OTHER,0.0,1.0,8.0,10.0,5.0,Action,Rom/Dram,1.0,1.0,Yes,1.0
178,1.0,Man,0.0,North America,-6.0,AA/AS,1.0,Unemployed,5.0,1.0,Anime;Manga,OTHER,1.0,1.0,8.0,8.0,6.0,Action,Supernatural,0.0,0.0,Yes,1.0
179,1.0,Man,0.0,North America,-6.0,HS,1.0,Unemployed,3.0,0.0,Anime,OTHER,0.0,1.0,8.0,6.0,3.0,Action,Supernatural,1.0,0.0,Yes,1.0
180,1.0,Man,1.0,North America,-5.0,HS,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,10.0,7.0,3.0,Comedy/SoL,Action,1.0,1.0,Yes,1.0
181,1.0,Man,0.0,North America,-5.0,HS,1.0,PartTimer,5.0,1.0,Anime;Manga;Light Novels,OTHER,1.0,1.0,8.0,9.0,5.0,Psycho,Rom/Dram,0.0,0.0,Maybe,1.0
183,1.0,Man,0.0,Australia,10.0,HS,1.0,Unemployed,6.0,0.0,Anime;Manga,AFSS,1.0,1.0,7.0,10.0,0.0,Psycho,Action,1.0,0.0,Yes,1.0
184,4.0,Man,0.0,North America,-7.0,MS,0.0,FullTimer,2.0,0.0,Anime,OTHER,0.0,1.0,7.0,7.0,7.0,Fantasy,Comedy/SoL,0.0,0.0,No,1.0
185,1.0,Man,0.0,North America,-5.0,AA/AS,0.0,FullTimer,5.0,1.0,Anime;Manga,GSS,1.0,1.0,4.0,10.0,8.0,Action,Psycho,0.0,0.0,Maybe,1.0
186,1.0,Man,0.0,Australia,10.0,BA/BS,1.0,FullTimer,7.0,0.0,Anime;Manga;Light Novels;Visual Novels,OTHER,1.0,1.0,8.0,8.0,8.0,SciFi/M&M,Comedy/SoL,0.0,1.0,No,1.0
187,1.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,OTHER,1.0,1.0,7.0,9.0,3.0,Psycho,SciFi/M&M,1.0,1.0,Yes,1.0
188,1.0,Man,0.0,North America,-8.0,BA/BS,0.0,PartTimer,7.0,1.0,Anime;Manga;Doujinshi;Visual Novels,AFSS,1.0,1.0,8.0,7.0,2.0,Comedy/SoL,Action,1.0,1.0,Yes,1.0
190,1.0,Man,1.0,Europe,1.0,HS,1.0,FullTimer,5.0,1.0,Anime;Visual Novels,OTHER,0.0,0.0,7.0,10.0,4.0,Fantasy,Rom/Dram,0.0,0.0,Yes,1.0
191,1.0,Man,0.0,North America,-5.0,BA/BS,1.0,Unemployed,7.0,1.0,Anime;Manga,AFSS,1.0,1.0,6.0,10.0,3.0,Action,Supernatural,0.0,1.0,Maybe,1.0
192,1.0,Man,0.0,North America,-5.0,BA/BS,1.0,Unemployed,4.0,1.0,Anime;Manga,GSS,0.0,1.0,0.0,10.0,5.0,Action,Psycho,0.0,0.0,Yes,1.0
193,1.0,Man,0.0,North America,-6.0,T/VS,0.0,PartTimer,7.0,0.0,Anime,AFSS,1.0,1.0,3.0,7.0,5.0,Fantasy,SciFi/M&M,0.0,1.0,Yes,1.0
194,1.0,Man,0.0,Asia,8.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,7.0,8.0,5.0,Comedy/SoL,Fantasy,0.0,1.0,Maybe,1.0
195,1.0,Woman,0.0,North America,-3.5,HS,1.0,PartTimer,4.0,1.0,Anime;Manga;Doujinshi;Visual Novels,GSS,0.0,1.0,8.0,7.0,8.0,Action,Comedy/SoL,0.0,1.0,Yes,1.0
196,1.0,Man,0.0,Europe,2.0,BA/BS,0.0,FullTimer,4.0,1.0,Anime,AFSS,1.0,1.0,8.0,9.0,5.0,Comedy/SoL,Rom/Dram,0.0,0.0,Maybe,1.0
197,1.0,Man,0.0,North America,-8.0,MS,1.0,FullTimer,2.0,1.0,Anime,OTHER,0.0,1.0,7.0,9.0,2.0,Action,Rom/Dram,0.0,0.0,Yes,1.0
198,1.0,Man,0.0,North America,-6.0,HS,1.0,PartTimer,7.0,1.0,Anime;Manga;Doujinshi;Light Novels,OTHER,0.0,1.0,8.0,8.0,10.0,Rom/Dram,Fantasy,1.0,1.0,Yes,1.0
199,2.0,Woman,0.0,North America,-6.0,AA/AS,1.0,PartTimer,5.0,1.0,Anime;Manga,GSS,1.0,0.0,10.0,10.0,4.0,Action,Rom/Dram,0.0,1.0,Maybe,1.0
200,1.0,Man,0.0,North America,-8.0,BA/BS,0.0,FullTimer,2.0,0.0,Anime;Manga,AFSS,1.0,1.0,8.0,9.0,5.0,SciFi/M&M,Psycho,0.0,0.0,No,1.0
201,0.0,Woman,0.0,Asia,0.0,HSDropout,1.0,Unemployed,4.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,10.0,5.0,7.0,Psycho,SciFi/M&M,1.0,1.0,Yes,1.0
202,2.0,Man,0.0,Europe,1.0,T/VS,1.0,PartTimer,6.0,1.0,Anime;Manga;Light Novels,AFSS,1.0,1.0,7.0,8.0,6.0,Psycho,Action,0.0,1.0,Yes,1.0
204,1.0,Man,0.0,North America,-8.0,HS,1.0,Unemployed,2.0,1.0,Anime;Manga;Visual Novels,AFSS,1.0,1.0,8.0,9.0,5.0,Action,Comedy/SoL,0.0,1.0,Yes,1.0
205,1.0,Man,0.0,North America,-8.0,BA/BS,1.0,PartTimer,1.0,1.0,Anime;Visual Novels,OTHER,0.0,1.0,8.0,10.0,8.0,Psycho,Comedy/SoL,0.0,1.0,Yes,1.0
206,1.0,Man,0.0,Australia,-3.0,HS,1.0,PartTimer,6.0,0.0,Anime;Manga,AFSS,1.0,1.0,8.0,10.0,0.0,Action,Comedy/SoL,0.0,0.0,Maybe,0.0
207,1.0,Woman,0.0,Europe,0.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga,OTHER,0.0,1.0,6.0,7.0,7.0,Action,Comedy/SoL,0.0,0.0,Yes,1.0
208,1.0,Man,0.0,Asia,7.0,BA/BS,1.0,Unemployed,6.0,1.0,Anime;Manga;Light Novels,GSS,1.0,1.0,7.0,9.0,8.0,Action,Comedy/SoL,0.0,0.0,No,1.0
209,0.0,Woman,1.0,Asia,5.5,HSDropout,1.0,Unemployed,6.0,0.0,Anime;Manga,GSS,0.0,0.0,8.0,9.0,5.0,Psycho,Rom/Dram,1.0,1.0,Maybe,1.0
210,2.0,Man,0.0,Europe,1.0,HS,1.0,PartTimer,7.0,0.0,Anime;Doujinshi,AFSS,1.0,1.0,5.0,8.0,8.0,Comedy/SoL,Rom/Dram,1.0,1.0,No,0.0
211,1.0,Man,0.0,North America,-5.0,HS,1.0,PartTimer,5.0,1.0,Anime,OTHER,0.0,1.0,6.0,8.0,7.0,Action,Supernatural,0.0,0.0,Yes,1.0
212,1.0,Woman,1.0,Europe,1.0,BA/BS,1.0,Unemployed,7.0,1.0,Anime;Manga;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,8.0,8.0,Fantasy,Rom/Dram,0.0,0.0,Yes,1.0
213,0.0,Woman,1.0,Asia,5.5,HSDropout,1.0,Unemployed,6.0,0.0,Anime;Manga,OTHER,0.0,0.0,7.0,9.0,5.0,Psycho,Rom/Dram,1.0,1.0,Maybe,1.0
214,0.0,Man,0.0,North America,-8.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga,OTHER,0.0,1.0,5.0,10.0,8.0,Comedy/SoL,Action,0.0,0.0,Maybe,1.0
215,1.0,Man,0.0,Australia,11.0,BA/BS,1.0,Unemployed,3.0,0.0,Anime;Visual Novels,AFSS,0.0,0.0,2.0,9.0,8.0,Fantasy,SciFi/M&M,0.0,1.0,No,1.0
216,0.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,4.0,1.0,Anime;Manga,AFSS,1.0,0.0,4.0,9.0,8.0,Psycho,SciFi/M&M,0.0,0.0,Maybe,1.0
217,3.0,Man,0.0,North America,-8.0,HS,0.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,AFSS,0.0,1.0,6.0,8.0,5.0,Comedy/SoL,Action,0.0,1.0,Maybe,1.0
218,1.0,Man,0.0,Asia,-6.0,BA/BS,1.0,Unemployed,3.0,1.0,Anime;Manga;Light Novels;Visual Novels,OTHER,1.0,1.0,5.0,10.0,3.0,Psycho,Comedy/SoL,1.0,1.0,No,1.0
219,1.0,Man,0.0,Europe,1.0,BA/BS,0.0,FullTimer,6.0,1.0,Anime;Manga,AFSS,1.0,1.0,7.0,7.0,2.0,Comedy/SoL,Rom/Dram,0.0,1.0,Maybe,1.0
221,1.0,Man,0.0,North America,-5.0,HS,0.0,FullTimer,7.0,0.0,Anime,AFSS,1.0,1.0,10.0,10.0,10.0,Rom/Dram,SciFi/M&M,0.0,1.0,Yes,1.0
222,1.0,Man,0.0,North America,-8.0,HS,1.0,Unemployed,7.0,0.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,4.0,8.0,5.0,Action,Comedy/SoL,1.0,1.0,Maybe,1.0
223,1.0,Man,0.0,Europe,0.0,MS,0.0,FullTimer,7.0,1.0,Anime;Manga;Visual Novels,COPY,1.0,1.0,6.0,10.0,7.0,Rom/Dram,Comedy/SoL,0.0,0.0,Maybe,1.0
224,2.0,Man,0.0,Europe,1.0,MS,0.0,FullTimer,5.0,1.0,Anime;Manga;Light Novels;Visual Novels,OTHER,0.0,1.0,6.0,8.0,1.0,Fantasy,Comedy/SoL,0.0,1.0,Yes,1.0
225,1.0,Man,0.0,Europe,1.0,HS,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,8.0,7.0,6.0,Psycho,Action,0.0,1.0,No,1.0
226,2.0,Woman,0.0,Europe,2.0,BA/BS,1.0,FullTimer,6.0,1.0,Anime;Manga,OTHER,1.0,1.0,4.0,8.0,6.0,Rom/Dram,Comedy/SoL,1.0,1.0,Maybe,1.0
228,2.0,Man,0.0,Europe,0.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga,OTHER,0.0,1.0,3.0,7.0,4.0,Action,SciFi/M&M,0.0,0.0,Maybe,1.0
229,1.0,Man,0.0,Europe,1.0,MS,1.0,Unemployed,3.0,1.0,Anime;Manga;Light Novels,OTHER,0.0,1.0,7.0,6.0,2.0,Action,Comedy/SoL,0.0,1.0,Maybe,1.0
230,0.0,Man,0.0,Europe,0.0,HSDropout,1.0,Unemployed,4.0,1.0,Anime,OTHER,0.0,1.0,4.0,7.0,5.0,Rom/Dram,Comedy/SoL,0.0,0.0,No,1.0
231,3.0,Enby,0.0,North America,-9.0,AA/AS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,8.0,5.0,3.0,Comedy/SoL,Fantasy,0.0,1.0,Yes,0.0
232,1.0,Man,0.0,North America,-6.0,BA/BS,0.0,PartTimer,5.0,1.0,Anime;Manga;Light Novels,AFSS,1.0,1.0,6.0,10.0,4.0,Psycho,Comedy/SoL,0.0,1.0,Maybe,1.0
233,1.0,Man,0.0,North America,-7.0,BA/BS,1.0,PartTimer,4.0,1.0,Anime;Manga,AFSS,1.0,1.0,7.0,10.0,5.0,Action,Psycho,1.0,0.0,Maybe,1.0
234,2.0,Man,0.0,Europe,1.0,MS,1.0,PartTimer,4.0,1.0,Anime;Manga,AFSS,0.0,1.0,9.0,7.0,4.0,Comedy/SoL,Fantasy,0.0,1.0,Yes,1.0
235,1.0,Woman,0.0,Europe,2.0,BA/BS,0.0,PartTimer,4.0,1.0,Anime;Manga;Doujinshi;Visual Novels,GSS,0.0,1.0,9.0,9.0,6.0,Rom/Dram,Fantasy,0.0,1.0,Maybe,1.0
236,2.0,Man,0.0,Europe,0.0,BA/BS,0.0,FullTimer,1.0,1.0,Anime;Light Novels,OTHER,0.0,1.0,6.0,10.0,8.0,Action,Rom/Dram,0.0,0.0,Maybe,1.0
237,1.0,Man,0.0,Asia,4.0,HS,1.0,Unemployed,2.0,1.0,Anime;Manga;Doujinshi;Light Novels,OTHER,1.0,1.0,7.0,10.0,4.0,Fantasy,Rom/Dram,1.0,1.0,Yes,1.0
238,2.0,Woman,0.0,Europe,-5.0,HS,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,6.0,9.0,8.0,Action,Rom/Dram,0.0,1.0,Yes,1.0
239,1.0,Man,0.0,North America,-7.0,HS,1.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,GSS,0.0,1.0,8.0,9.0,2.0,Action,Fantasy,0.0,1.0,Maybe,1.0
240,1.0,Woman,1.0,North America,-6.0,BA/BS,0.0,FullTimer,2.0,1.0,Anime,OTHER,0.0,1.0,6.0,9.0,9.0,Supernatural,Action,0.0,0.0,Maybe,1.0
241,1.0,Man,0.0,Australia,11.0,BA/BS,1.0,Unemployed,4.0,0.0,Anime;Manga;Light Novels,OTHER,0.0,1.0,8.0,10.0,7.0,SciFi/M&M,Psycho,0.0,0.0,Yes,1.0
242,1.0,Man,0.0,Europe,-5.0,MS,1.0,PartTimer,6.0,1.0,Anime,OTHER,0.0,1.0,7.0,8.0,6.0,Rom/Dram,Psycho,0.0,0.0,Maybe,1.0
243,1.0,Man,0.0,Australia,10.5,HS,1.0,Unemployed,3.0,0.0,Anime;Manga,OTHER,0.0,1.0,7.0,8.0,6.0,Rom/Dram,Rom/Dram,0.0,0.0,Maybe,1.0
245,1.0,Man,0.0,Asia,5.5,BA/BS,1.0,Unemployed,5.0,1.0,Anime;Manga;Doujinshi;Visual Novels,OTHER,0.0,1.0,8.0,9.0,6.0,Psycho,Comedy/SoL,0.0,1.0,Yes,1.0
246,1.0,Man,0.0,Europe,1.0,BA/BS,0.0,FullTimer,7.0,0.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,7.0,10.0,5.0,Comedy/SoL,Action,0.0,1.0,Maybe,1.0
247,2.0,Woman,1.0,Europe,0.0,MS,0.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi;Visual Novels,OTHER,1.0,1.0,6.0,9.0,9.0,Comedy/SoL,Action,0.0,1.0,Yes,1.0
248,1.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,4.0,1.0,Anime;Manga;Doujinshi,GSS,0.0,0.0,10.0,9.0,5.0,Action,Rom/Dram,0.0,1.0,Yes,1.0
250,1.0,Enby,1.0,Europe,1.0,BA/BS,1.0,PartTimer,7.0,1.0,Anime;Manga;Light Novels;Visual Novels,GSS,0.0,0.0,9.0,10.0,9.0,Psycho,Action,1.0,1.0,Yes,1.0
251,2.0,Man,0.0,North America,-8.0,BA/BS,0.0,FullTimer,3.0,0.0,Anime,OTHER,0.0,1.0,10.0,2.0,7.0,Comedy/SoL,Fantasy,1.0,1.0,Maybe,0.0
252,1.0,Man,1.0,North America,-6.0,AA/AS,1.0,Unemployed,7.0,1.0,Anime;Manga;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,8.0,6.0,Comedy/SoL,Rom/Dram,0.0,1.0,Yes,1.0
254,1.0,Man,0.0,Europe,1.0,BA/BS,1.0,Unemployed,3.0,1.0,Anime;Manga,OTHER,0.0,1.0,6.0,9.0,7.0,Action,Rom/Dram,0.0,0.0,No,1.0
255,1.0,Man,0.0,North America,-10.0,BA/BS,0.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,5.0,9.0,3.0,Comedy/SoL,SciFi/M&M,1.0,1.0,Maybe,1.0
256,1.0,Man,0.0,North America,-8.0,HS,0.0,Unemployed,7.0,1.0,Anime;Manga,OTHER,1.0,1.0,7.0,10.0,4.0,Action,Rom/Dram,0.0,1.0,Maybe,1.0
257,1.0,Man,0.0,Europe,1.0,HS,1.0,Unemployed,7.0,1.0,Anime;Manga;Visual Novels,OTHER,0.0,1.0,8.0,9.0,8.0,Rom/Dram,Supernatural,0.0,0.0,Yes,1.0
258,1.0,Enby,0.0,Europe,1.0,HS,1.0,Unemployed,7.0,0.0,Anime;Manga;Visual Novels,OTHER,1.0,1.0,3.0,9.0,2.0,Rom/Dram,Action,1.0,0.0,Maybe,1.0
260,1.0,Man,0.0,Europe,1.0,HSDropout,0.0,Unemployed,3.0,0.0,Anime;Visual Novels,OTHER,0.0,1.0,4.0,8.0,2.0,Action,Fantasy,0.0,1.0,Maybe,1.0
261,2.0,Man,0.0,North America,-5.0,AA/AS,0.0,FullTimer,4.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,8.0,10.0,4.0,Fantasy,Supernatural,1.0,1.0,Maybe,1.0
262,2.0,Woman,0.0,Europe,2.0,MS,0.0,FullTimer,7.0,0.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,3.0,8.0,6.0,Psycho,Action,0.0,1.0,Yes,1.0
263,1.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,6.0,1.0,Anime;Manga;Light Novels,AFSS,1.0,1.0,7.0,8.0,6.0,Fantasy,Action,1.0,1.0,Maybe,1.0
264,1.0,Man,1.0,North America,-5.0,AA/AS,0.0,PartTimer,4.0,1.0,Anime;Manga,AFSS,1.0,1.0,9.0,10.0,8.0,Psycho,Action,0.0,0.0,Yes,1.0
265,1.0,Man,0.0,North America,-6.0,HS,0.0,Unemployed,3.0,0.0,Anime,AFSS,1.0,1.0,7.0,9.0,4.0,Action,Comedy/SoL,1.0,1.0,Yes,1.0
266,0.0,Man,0.0,Australia,10.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga;Light Novels,AFSS,0.0,1.0,5.0,10.0,7.0,Rom/Dram,Fantasy,0.0,1.0,Maybe,1.0
267,1.0,Man,0.0,Europe,0.0,HS,1.0,PartTimer,6.0,1.0,Anime;Manga,AFSS,0.0,1.0,5.0,6.0,9.0,Rom/Dram,Psycho,1.0,1.0,Maybe,0.0
268,1.0,Man,0.0,North America,-5.0,HS,0.0,Unemployed,2.0,1.0,Anime;Manga,OTHER,0.0,1.0,8.0,10.0,5.0,Action,SciFi/M&M,0.0,1.0,Yes,1.0
270,1.0,Man,0.0,Europe,2.0,HS,1.0,Unemployed,3.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,6.0,8.0,0.0,Action,Comedy/SoL,1.0,1.0,No,1.0
271,2.0,Man,0.0,Europe,1.0,HS,1.0,Unemployed,3.0,0.0,Anime;Manga;Visual Novels,OTHER,0.0,1.0,7.0,10.0,3.0,Psycho,Action,0.0,0.0,Maybe,1.0
272,1.0,Man,0.0,Europe,1.0,HS,1.0,Unemployed,5.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,3.0,8.0,8.0,Psycho,Comedy/SoL,1.0,1.0,Maybe,1.0
273,1.0,Man,0.0,Asia,-6.0,HS,1.0,Unemployed,7.0,0.0,Anime;Manga;Light Novels,AFSS,0.0,1.0,7.0,5.0,8.0,Comedy/SoL,Fantasy,0.0,0.0,Yes,0.0
274,1.0,Man,1.0,Europe,0.0,HSDropout,1.0,Unemployed,4.0,1.0,Anime;Manga,OTHER,0.0,1.0,6.0,7.0,8.0,Comedy/SoL,Rom/Dram,0.0,0.0,Yes,1.0
275,1.0,Man,0.0,Asia,4.0,HS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,7.0,9.0,6.0,Psycho,Rom/Dram,0.0,1.0,Yes,1.0
276,1.0,Man,0.0,North America,-5.0,HS,1.0,PartTimer,2.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,6.0,9.0,5.0,Action,SciFi/M&M,0.0,1.0,Maybe,1.0
